year,sex,age_group,cause,deaths
2001,all,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",7
2001,all,30-34,Accidentes de tráfico,494
2001,all,30-34,Agresiones (homicidio),63
2001,all,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,190
2001,all,30-34,Eventos de intención no determinada,5
2001,all,30-34,Suicidio y lesiones autoinfligidas,279
2001,all,30-34,Todas las causas,2993
2001,all,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",4
2001,all,35-39,Accidentes de tráfico,444
2001,all,35-39,Agresiones (homicidio),49
2001,all,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,139
2001,all,35-39,Eventos de intención no determinada,10
2001,all,35-39,Suicidio y lesiones autoinfligidas,271
2001,all,35-39,Todas las causas,4084
2001,all,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",15
2001,all,40-44,Accidentes de tráfico,389
2001,all,40-44,Agresiones (homicidio),38
2001,all,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,71
2001,all,40-44,Eventos de intención no determinada,9
2001,all,40-44,Suicidio y lesiones autoinfligidas,253
2001,all,40-44,Todas las causas,5069
2001,all,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2001,all,45-49,Accidentes de tráfico,367
2001,all,45-49,Agresiones (homicidio),25
2001,all,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,23
2001,all,45-49,Eventos de intención no determinada,10
2001,all,45-49,Suicidio y lesiones autoinfligidas,207
2001,all,45-49,Todas las causas,6663
2001,all,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2001,all,5-9,Accidentes de tráfico,36
2001,all,5-9,Agresiones (homicidio),3
2001,all,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,all,5-9,Eventos de intención no determinada,0
2001,all,5-9,Suicidio y lesiones autoinfligidas,0
2001,all,5-9,Todas las causas,259
2001,all,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,50-54,Accidentes de tráfico,311
2001,all,50-54,Agresiones (homicidio),32
2001,all,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,17
2001,all,50-54,Eventos de intención no determinada,5
2001,all,50-54,Suicidio y lesiones autoinfligidas,205
2001,all,50-54,Todas las causas,9342
2001,all,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,55-59,Accidentes de tráfico,316
2001,all,55-59,Agresiones (homicidio),15
2001,all,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,11
2001,all,55-59,Eventos de intención no determinada,8
2001,all,55-59,Suicidio y lesiones autoinfligidas,180
2001,all,55-59,Todas las causas,12468
2001,all,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,60-64,Accidentes de tráfico,250
2001,all,60-64,Agresiones (homicidio),19
2001,all,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2001,all,60-64,Eventos de intención no determinada,6
2001,all,60-64,Suicidio y lesiones autoinfligidas,192
2001,all,60-64,Todas las causas,16389
2001,all,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,65-69,Accidentes de tráfico,299
2001,all,65-69,Agresiones (homicidio),12
2001,all,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2001,all,65-69,Eventos de intención no determinada,5
2001,all,65-69,Suicidio y lesiones autoinfligidas,264
2001,all,65-69,Todas las causas,28259
2001,all,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,70-74,Accidentes de tráfico,282
2001,all,70-74,Agresiones (homicidio),17
2001,all,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2001,all,70-74,Eventos de intención no determinada,4
2001,all,70-74,Suicidio y lesiones autoinfligidas,250
2001,all,70-74,Todas las causas,41353
2001,all,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,75-79,Accidentes de tráfico,306
2001,all,75-79,Agresiones (homicidio),15
2001,all,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2001,all,75-79,Eventos de intención no determinada,4
2001,all,75-79,Suicidio y lesiones autoinfligidas,260
2001,all,75-79,Todas las causas,55099
2001,all,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,80-84,Accidentes de tráfico,154
2001,all,80-84,Agresiones (homicidio),7
2001,all,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2001,all,80-84,Eventos de intención no determinada,5
2001,all,80-84,Suicidio y lesiones autoinfligidas,173
2001,all,80-84,Todas las causas,59497
2001,all,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2001,all,85-89,Accidentes de tráfico,96
2001,all,85-89,Agresiones (homicidio),7
2001,all,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,4
2001,all,85-89,Eventos de intención no determinada,6
2001,all,85-89,Suicidio y lesiones autoinfligidas,144
2001,all,85-89,Todas las causas,59209
2001,all,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,90-94,Accidentes de tráfico,29
2001,all,90-94,Agresiones (homicidio),1
2001,all,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2001,all,90-94,Eventos de intención no determinada,7
2001,all,90-94,Suicidio y lesiones autoinfligidas,36
2001,all,90-94,Todas las causas,38089
2001,all,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2001,all,95+,Accidentes de tráfico,5
2001,all,95+,Agresiones (homicidio),0
2001,all,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,all,95+,Eventos de intención no determinada,0
2001,all,95+,Suicidio y lesiones autoinfligidas,9
2001,all,95+,Todas las causas,13969
2001,all,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,<1,Accidentes de tráfico,8
2001,all,<1,Agresiones (homicidio),3
2001,all,<1,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,all,<1,Eventos de intención no determinada,0
2001,all,<1,Suicidio y lesiones autoinfligidas,0
2001,all,<1,Todas las causas,1657
2001,all,<1,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,all,all,Accidentes de tráfico,5744
2001,all,all,Agresiones (homicidio),418
2001,all,all,Envenenamiento accidental por psicofármacos y drogas de abuso,666
2001,all,all,Eventos de intención no determinada,103
2001,all,all,Suicidio y lesiones autoinfligidas,3189
2001,all,all,Todas las causas,360131
2001,all,all,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",39
2001,female,1-4,Accidentes de tráfico,18
2001,female,1-4,Agresiones (homicidio),2
2001,female,1-4,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2001,female,1-4,Eventos de intención no determinada,0
2001,female,1-4,Suicidio y lesiones autoinfligidas,0
2001,female,1-4,Todas las causas,151
2001,female,1-4,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,10-14,Accidentes de tráfico,22
2001,female,10-14,Agresiones (homicidio),1
2001,female,10-14,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,female,10-14,Eventos de intención no determinada,0
2001,female,10-14,Suicidio y lesiones autoinfligidas,4
2001,female,10-14,Todas las causas,142
2001,female,10-14,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,15-19,Accidentes de tráfico,109
2001,female,15-19,Agresiones (homicidio),3
2001,female,15-19,Envenenamiento accidental por psicofármacos y drogas de abuso,6
2001,female,15-19,Eventos de intención no determinada,0
2001,female,15-19,Suicidio y lesiones autoinfligidas,12
2001,female,15-19,Todas las causas,283
2001,female,15-19,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,20-24,Accidentes de tráfico,123
2001,female,20-24,Agresiones (homicidio),10
2001,female,20-24,Envenenamiento accidental por psicofármacos y drogas de abuso,17
2001,female,20-24,Eventos de intención no determinada,2
2001,female,20-24,Suicidio y lesiones autoinfligidas,28
2001,female,20-24,Todas las causas,404
2001,female,20-24,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",3
2001,female,25-29,Accidentes de tráfico,125
2001,female,25-29,Agresiones (homicidio),11
2001,female,25-29,Envenenamiento accidental por psicofármacos y drogas de abuso,13
2001,female,25-29,Eventos de intención no determinada,4
2001,female,25-29,Suicidio y lesiones autoinfligidas,35
2001,female,25-29,Todas las causas,570
2001,female,25-29,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,30-34,Accidentes de tráfico,97
2001,female,30-34,Agresiones (homicidio),8
2001,female,30-34,Envenenamiento accidental por psicofármacos y drogas de abuso,15
2001,female,30-34,Eventos de intención no determinada,2
2001,female,30-34,Suicidio y lesiones autoinfligidas,58
2001,female,30-34,Todas las causas,805
2001,female,30-34,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,35-39,Accidentes de tráfico,74
2001,female,35-39,Agresiones (homicidio),8
2001,female,35-39,Envenenamiento accidental por psicofármacos y drogas de abuso,22
2001,female,35-39,Eventos de intención no determinada,1
2001,female,35-39,Suicidio y lesiones autoinfligidas,62
2001,female,35-39,Todas las causas,1149
2001,female,35-39,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",2
2001,female,40-44,Accidentes de tráfico,67
2001,female,40-44,Agresiones (homicidio),8
2001,female,40-44,Envenenamiento accidental por psicofármacos y drogas de abuso,10
2001,female,40-44,Eventos de intención no determinada,4
2001,female,40-44,Suicidio y lesiones autoinfligidas,60
2001,female,40-44,Todas las causas,1535
2001,female,40-44,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,45-49,Accidentes de tráfico,77
2001,female,45-49,Agresiones (homicidio),6
2001,female,45-49,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2001,female,45-49,Eventos de intención no determinada,3
2001,female,45-49,Suicidio y lesiones autoinfligidas,59
2001,female,45-49,Todas las causas,2036
2001,female,45-49,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,5-9,Accidentes de tráfico,13
2001,female,5-9,Agresiones (homicidio),2
2001,female,5-9,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,female,5-9,Eventos de intención no determinada,0
2001,female,5-9,Suicidio y lesiones autoinfligidas,0
2001,female,5-9,Todas las causas,103
2001,female,5-9,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,50-54,Accidentes de tráfico,63
2001,female,50-54,Agresiones (homicidio),6
2001,female,50-54,Envenenamiento accidental por psicofármacos y drogas de abuso,7
2001,female,50-54,Eventos de intención no determinada,0
2001,female,50-54,Suicidio y lesiones autoinfligidas,53
2001,female,50-54,Todas las causas,2674
2001,female,50-54,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,55-59,Accidentes de tráfico,73
2001,female,55-59,Agresiones (homicidio),2
2001,female,55-59,Envenenamiento accidental por psicofármacos y drogas de abuso,5
2001,female,55-59,Eventos de intención no determinada,4
2001,female,55-59,Suicidio y lesiones autoinfligidas,43
2001,female,55-59,Todas las causas,3452
2001,female,55-59,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,60-64,Accidentes de tráfico,69
2001,female,60-64,Agresiones (homicidio),5
2001,female,60-64,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2001,female,60-64,Eventos de intención no determinada,2
2001,female,60-64,Suicidio y lesiones autoinfligidas,43
2001,female,60-64,Todas las causas,4731
2001,female,60-64,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,65-69,Accidentes de tráfico,89
2001,female,65-69,Agresiones (homicidio),4
2001,female,65-69,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2001,female,65-69,Eventos de intención no determinada,2
2001,female,65-69,Suicidio y lesiones autoinfligidas,66
2001,female,65-69,Todas las causas,9074
2001,female,65-69,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,70-74,Accidentes de tráfico,98
2001,female,70-74,Agresiones (homicidio),4
2001,female,70-74,Envenenamiento accidental por psicofármacos y drogas de abuso,2
2001,female,70-74,Eventos de intención no determinada,3
2001,female,70-74,Suicidio y lesiones autoinfligidas,76
2001,female,70-74,Todas las causas,14889
2001,female,70-74,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,75-79,Accidentes de tráfico,109
2001,female,75-79,Agresiones (homicidio),7
2001,female,75-79,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2001,female,75-79,Eventos de intención no determinada,3
2001,female,75-79,Suicidio y lesiones autoinfligidas,63
2001,female,75-79,Todas las causas,23482
2001,female,75-79,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,80-84,Accidentes de tráfico,75
2001,female,80-84,Agresiones (homicidio),2
2001,female,80-84,Envenenamiento accidental por psicofármacos y drogas de abuso,1
2001,female,80-84,Eventos de intención no determinada,3
2001,female,80-84,Suicidio y lesiones autoinfligidas,52
2001,female,80-84,Todas las causas,31449
2001,female,80-84,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",1
2001,female,85-89,Accidentes de tráfico,40
2001,female,85-89,Agresiones (homicidio),5
2001,female,85-89,Envenenamiento accidental por psicofármacos y drogas de abuso,3
2001,female,85-89,Eventos de intención no determinada,3
2001,female,85-89,Suicidio y lesiones autoinfligidas,34
2001,female,85-89,Todas las causas,36506
2001,female,85-89,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,90-94,Accidentes de tráfico,14
2001,female,90-94,Agresiones (homicidio),1
2001,female,90-94,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,female,90-94,Eventos de intención no determinada,3
2001,female,90-94,Suicidio y lesiones autoinfligidas,9
2001,female,90-94,Todas las causas,25882
2001,female,90-94,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
2001,female,95+,Accidentes de tráfico,2
2001,female,95+,Agresiones (homicidio),0
2001,female,95+,Envenenamiento accidental por psicofármacos y drogas de abuso,0
2001,female,95+,Eventos de intención no determinada,0
2001,female,95+,Suicidio y lesiones autoinfligidas,2
2001,female,95+,Todas las causas,10365
2001,female,95+,"Trastornos mentales debidos al uso de drogas (drogodependencia, toxicomanía)",0
