year,sex,age_group,nationality,population_july1
2018,female,20-24,spanish,955467
2018,female,20-24,total,1107695
2018,female,25-29,foreign,225620
2018,female,25-29,spanish,1024801
2018,female,25-29,total,1250421
2018,female,30-34,foreign,282244
2018,female,30-34,spanish,1145732
2018,female,30-34,total,1427976
2018,female,35-39,foreign,289982
2018,female,35-39,spanish,1465039
2018,female,35-39,total,1755021
2018,female,40-44,foreign,243899
2018,female,40-44,spanish,1719747
2018,female,40-44,total,1963646
2018,female,45-49,foreign,190994
2018,female,45-49,spanish,1682902
2018,female,45-49,total,1873896
2018,female,5-9,foreign,110980
2018,female,5-9,spanish,1041183
2018,female,5-9,total,1152163
2018,female,50-54,foreign,146301
2018,female,50-54,spanish,1664094
2018,female,50-54,total,1810395
2018,female,55-59,foreign,110122
2018,female,55-59,spanish,1531492
2018,female,55-59,total,1641614
2018,female,60-64,foreign,83184
2018,female,60-64,spanish,1334191
2018,female,60-64,total,1417375
2018,female,65-69,foreign,65525
2018,female,65-69,spanish,1188483
2018,female,65-69,total,1254008
2018,female,70-74,foreign,49857
2018,female,70-74,spanish,1104890
2018,female,70-74,total,1154747
2018,female,75-79,foreign,31870
2018,female,75-79,spanish,846864
2018,female,75-79,total,878734
2018,female,80+,foreign,29505
2018,female,80+,spanish,1774502
2018,female,80+,total,1804007
2018,female,all,foreign,2324280
2018,female,all,spanish,21470448
2018,female,all,total,23794728
2018,male,0-4,foreign,131961
2018,male,0-4,spanish,931657
2018,male,0-4,total,1063618
2018,male,10-14,foreign,99022
2018,male,10-14,spanish,1164829
2018,male,10-14,total,1263851
2018,male,15-19,foreign,108987
2018,male,15-19,spanish,1065432
2018,male,15-19,total,1174419
2018,male,20-24,foreign,149097
2018,male,20-24,spanish,1008222
2018,male,20-24,total,1157319
2018,male,25-29,foreign,197488
2018,male,25-29,spanish,1075784
2018,male,25-29,total,1273272
2018,male,30-34,foreign,244853
2018,male,30-34,spanish,1181544
2018,male,30-34,total,1426397
2018,male,35-39,foreign,293620
2018,male,35-39,spanish,1489685
2018,male,35-39,total,1783305
2018,male,40-44,foreign,278772
2018,male,40-44,spanish,1751400
2018,male,40-44,total,2030172
2018,male,45-49,foreign,218789
2018,male,45-49,spanish,1698145
2018,male,45-49,total,1916934
2018,male,5-9,foreign,119116
2018,male,5-9,spanish,1106606
2018,male,5-9,total,1225722
2018,male,50-54,foreign,156889
2018,male,50-54,spanish,1643883
2018,male,50-54,total,1800772
2018,male,55-59,foreign,109285
2018,male,55-59,spanish,1480786
2018,male,55-59,total,1590071
2018,male,60-64,foreign,76862
2018,male,60-64,spanish,1256787
2018,male,60-64,total,1333649
2018,male,65-69,foreign,59006
2018,male,65-69,spanish,1083046
2018,male,65-69,total,1142052
2018,male,70-74,foreign,46907
2018,male,70-74,spanish,944186
2018,male,70-74,total,991093
2018,male,75-79,foreign,31490
2018,male,75-79,spanish,662686
2018,male,75-79,total,694176
2018,male,80+,foreign,26528
2018,male,80+,spanish,1027305
2018,male,80+,total,1053833
2018,male,all,foreign,2348672
2018,male,all,spanish,20571983
2018,male,all,total,22920655
2019,all,0-4,foreign,267872
2019,all,0-4,spanish,1751568
2019,all,0-4,total,2019440
2019,all,10-14,foreign,209825
2019,all,10-14,spanish,2291306
2019,all,10-14,total,2501131
2019,all,15-19,foreign,222782
2019,all,15-19,spanish,2125992
2019,all,15-19,total,2348774
2019,all,20-24,foreign,337127
2019,all,20-24,spanish,1969976
2019,all,20-24,total,2307103
2019,all,25-29,foreign,467370
2019,all,25-29,spanish,2073837
2019,all,25-29,total,2541207
2019,all,30-34,foreign,563550
2019,all,30-34,spanish,2259827
2019,all,30-34,total,2823377
2019,all,35-39,foreign,609336
2019,all,35-39,spanish,2813964
2019,all,35-39,total,3423300
2019,all,40-44,foreign,559506
2019,all,40-44,spanish,3435342
2019,all,40-44,total,3994848
2019,all,45-49,foreign,438563
2019,all,45-49,spanish,3414209
2019,all,45-49,total,3852772
2019,all,5-9,foreign,248100
2019,all,5-9,spanish,2081577
2019,all,5-9,total,2329677
2019,all,50-54,foreign,332397
2019,all,50-54,spanish,3319059
2019,all,50-54,total,3651456
2019,all,55-59,foreign,239896
2019,all,55-59,spanish,3074684
2019,all,55-59,total,3314580
2019,all,60-64,foreign,175582
2019,all,60-64,spanish,2678727
2019,all,60-64,total,2854309
2019,all,65-69,foreign,133886
2019,all,65-69,spanish,2275681
2019,all,65-69,total,2409567
2019,all,70-74,foreign,102659
2019,all,70-74,spanish,2091154
2019,all,70-74,total,2193813
2019,all,75-79,foreign,66767
2019,all,75-79,spanish,1617090
2019,all,75-79,total,1683857
2019,all,80+,foreign,58423
2019,all,80+,spanish,2780144
2019,all,80+,total,2838567
2019,all,all,foreign,5033641
2019,all,all,spanish,42054137
2019,all,all,total,47087778
2019,female,0-4,foreign,129531
2019,female,0-4,spanish,851133
2019,female,0-4,total,980664
2019,female,10-14,foreign,100987
2019,female,10-14,spanish,1112820
2019,female,10-14,total,1213807
2019,female,15-19,foreign,102840
2019,female,15-19,spanish,1035197
2019,female,15-19,total,1138037
2019,female,20-24,foreign,167946
2019,female,20-24,spanish,958432
2019,female,20-24,total,1126378
2019,female,25-29,foreign,244145
2019,female,25-29,spanish,1011275
2019,female,25-29,total,1255420
2019,female,30-34,foreign,299253
2019,female,30-34,spanish,1111447
2019,female,30-34,total,1410700
2019,female,35-39,foreign,307215
2019,female,35-39,spanish,1395868
2019,female,35-39,total,1703083
2019,female,40-44,foreign,264717
2019,female,40-44,spanish,1703416
2019,female,40-44,total,1968133
2019,female,45-49,foreign,205865
2019,female,45-49,spanish,1698228
2019,female,45-49,total,1904093
2019,female,5-9,foreign,119395
2019,female,5-9,spanish,1009718
2019,female,5-9,total,1129113
2019,female,50-54,foreign,161227
2019,female,50-54,spanish,1668736
2019,female,50-54,total,1829963
2019,female,55-59,foreign,121152
2019,female,55-59,spanish,1562763
2019,female,55-59,total,1683915
2019,female,60-64,foreign,91728
2019,female,60-64,spanish,1378850
2019,female,60-64,total,1470578
2019,female,65-69,foreign,70762
2019,female,65-69,spanish,1190151
2019,female,65-69,total,1260913
2019,female,70-74,foreign,53483
2019,female,70-74,spanish,1126871
2019,female,70-74,total,1180354
2019,female,75-79,foreign,33890
2019,female,75-79,spanish,904355
2019,female,75-79,total,938245
2019,female,80+,foreign,31080
2019,female,80+,spanish,1762476
2019,female,80+,total,1793556
2019,female,all,foreign,2505216
2019,female,all,spanish,21481736
2019,female,all,total,23986952
2019,male,0-4,foreign,138341
2019,male,0-4,spanish,900435
2019,male,0-4,total,1038776
2019,male,10-14,foreign,108838
2019,male,10-14,spanish,1178486
2019,male,10-14,total,1287324
2019,male,15-19,foreign,119942
2019,male,15-19,spanish,1090795
2019,male,15-19,total,1210737
2019,male,20-24,foreign,169181
2019,male,20-24,spanish,1011544
2019,male,20-24,total,1180725
2019,male,25-29,foreign,223225
2019,male,25-29,spanish,1062562
2019,male,25-29,total,1285787
2019,male,30-34,foreign,264297
2019,male,30-34,spanish,1148380
2019,male,30-34,total,1412677
2019,male,35-39,foreign,302121
2019,male,35-39,spanish,1418096
2019,male,35-39,total,1720217
2019,male,40-44,foreign,294789
2019,male,40-44,spanish,1731926
2019,male,40-44,total,2026715
2019,male,45-49,foreign,232698
2019,male,45-49,spanish,1715981
2019,male,45-49,total,1948679
2019,male,5-9,foreign,128705
2019,male,5-9,spanish,1071859
2019,male,5-9,total,1200564
2019,male,50-54,foreign,171170
2019,male,50-54,spanish,1650323
2019,male,50-54,total,1821493
2019,male,55-59,foreign,118744
2019,male,55-59,spanish,1511921
2019,male,55-59,total,1630665
2019,male,60-64,foreign,83854
2019,male,60-64,spanish,1299877
2019,male,60-64,total,1383731
2019,male,65-69,foreign,63124
2019,male,65-69,spanish,1085530
2019,male,65-69,total,1148654
2019,male,70-74,foreign,49176
2019,male,70-74,spanish,964283
2019,male,70-74,total,1013459
2019,male,75-79,foreign,32877
2019,male,75-79,spanish,712735
2019,male,75-79,total,745612
2019,male,80+,foreign,27343
2019,male,80+,spanish,1017668
2019,male,80+,total,1045011
2019,male,all,foreign,2528425
2019,male,all,spanish,20572401
2019,male,all,total,23100826
2020,all,0-4,foreign,272637
2020,all,0-4,spanish,1682342
2020,all,0-4,total,1954979
2020,all,10-14,foreign,230849
2020,all,10-14,spanish,2291583
2020,all,10-14,total,2522432
2020,all,15-19,foreign,234909
2020,all,15-19,spanish,2166043
2020,all,15-19,total,2400952
2020,all,20-24,foreign,363124
2020,all,20-24,spanish,1996251
2020,all,20-24,total,2359375
2020,all,25-29,foreign,501940
2020,all,25-29,spanish,2045432
2020,all,25-29,total,2547372
2020,all,30-34,foreign,593314
2020,all,30-34,spanish,2205704
2020,all,30-34,total,2799018
2020,all,35-39,foreign,628703
2020,all,35-39,spanish,2683386
2020,all,35-39,total,3312089
2020,all,40-44,foreign,593602
2020,all,40-44,spanish,3362159
2020,all,40-44,total,3955761
2020,all,45-49,foreign,468537
2020,all,45-49,spanish,3450263
2020,all,45-49,total,3918800
2020,all,5-9,foreign,267040
2020,all,5-9,spanish,2029650
2020,all,5-9,total,2296690
2020,all,50-54,foreign,360505
2020,all,50-54,spanish,3322949
2020,all,50-54,total,3683454
2020,all,55-59,foreign,258468
2020,all,55-59,spanish,3133753
2020,all,55-59,total,3392221
2020,all,60-64,foreign,190323
2020,all,60-64,spanish,2767856
2020,all,60-64,total,2958179
2020,all,65-69,foreign,142483
2020,all,65-69,spanish,2308210
2020,all,65-69,total,2450693
2020,all,70-74,foreign,108631
2020,all,70-74,spanish,2097150
2020,all,70-74,total,2205781
2020,all,75-79,foreign,69306
2020,all,75-79,spanish,1687233
2020,all,75-79,total,1756539
2020,all,80+,foreign,60811
2020,all,80+,spanish,2769706
2020,all,80+,total,2830517
2020,all,all,foreign,5345182
2020,all,all,spanish,41999670
2020,all,all,total,47344852
2020,female,0-4,foreign,132090
2020,female,0-4,spanish,817937
2020,female,0-4,total,950027
2020,female,10-14,foreign,111026
2020,female,10-14,spanish,1112299
2020,female,10-14,total,1223325
2020,female,15-19,foreign,107760
2020,female,15-19,spanish,1055428
2020,female,15-19,total,1163188
2020,female,20-24,foreign,179237
2020,female,20-24,spanish,970956
2020,female,20-24,total,1150193
2020,female,25-29,foreign,258227
2020,female,25-29,spanish,997149
2020,female,25-29,total,1255376
2020,female,30-34,foreign,311999
2020,female,30-34,spanish,1084155
2020,female,30-34,total,1396154
2020,female,35-39,foreign,320022
2020,female,35-39,spanish,1331629
2020,female,35-39,total,1651651
2020,female,40-44,foreign,283986
2020,female,40-44,spanish,1669630
2020,female,40-44,total,1953616
2020,female,45-49,foreign,221086
2020,female,45-49,spanish,1715605
2020,female,45-49,total,1936691
2020,female,5-9,foreign,128577
2020,female,5-9,spanish,984980
2020,female,5-9,total,1113557
2020,female,50-54,foreign,175275
2020,female,50-54,spanish,1669080
2020,female,50-54,total,1844355
2020,female,55-59,foreign,130915
2020,female,55-59,spanish,1592555
2020,female,55-59,total,1723470
2020,female,60-64,foreign,99693
2020,female,60-64,spanish,1424288
2020,female,60-64,total,1523981
2020,female,65-69,foreign,75627
2020,female,65-69,spanish,1207690
2020,female,65-69,total,1283317
2020,female,70-74,foreign,57275
2020,female,70-74,spanish,1129684
2020,female,70-74,total,1186959
2020,female,75-79,foreign,35537
2020,female,75-79,spanish,942660
2020,female,75-79,total,978197
2020,female,80+,foreign,32750
2020,female,80+,spanish,1755027
2020,female,80+,total,1787777
2020,female,all,foreign,2661082
2020,female,all,spanish,21460752
2020,female,all,total,24121834
2020,male,0-4,foreign,140547
2020,male,0-4,spanish,864405
2020,male,0-4,total,1004952
2020,male,10-14,foreign,119823
2020,male,10-14,spanish,1179284
2020,male,10-14,total,1299107
2020,male,15-19,foreign,127149
2020,male,15-19,spanish,1110615
2020,male,15-19,total,1237764
2020,male,20-24,foreign,183887
2020,male,20-24,spanish,1025295
2020,male,20-24,total,1209182
2020,male,25-29,foreign,243713
2020,male,25-29,spanish,1048283
2020,male,25-29,total,1291996
2020,male,30-34,foreign,281315
2020,male,30-34,spanish,1121549
2020,male,30-34,total,1402864
2020,male,35-39,foreign,308681
2020,male,35-39,spanish,1351757
2020,male,35-39,total,1660438
2020,male,40-44,foreign,309616
2020,male,40-44,spanish,1692529
2020,male,40-44,total,2002145
2020,male,45-49,foreign,247451
2020,male,45-49,spanish,1734658
2020,male,45-49,total,1982109
2020,male,5-9,foreign,138463
2020,male,5-9,spanish,1044670
2020,male,5-9,total,1183133
2020,male,50-54,foreign,185230
2020,male,50-54,spanish,1653869
2020,male,50-54,total,1839099
2020,male,55-59,foreign,127553
2020,male,55-59,spanish,1541198
2020,male,55-59,total,1668751
2020,male,60-64,foreign,90630
2020,male,60-64,spanish,1343568
2020,male,60-64,total,1434198
2020,male,65-69,foreign,66856
2020,male,65-69,spanish,1100520
2020,male,65-69,total,1167376
2020,male,70-74,foreign,51356
2020,male,70-74,spanish,967466
2020,male,70-74,total,1018822
2020,male,75-79,foreign,33769
2020,male,75-79,spanish,744573
2020,male,75-79,total,778342
2020,male,80+,foreign,28061
2020,male,80+,spanish,1014679
2020,male,80+,total,1042740
2020,male,all,foreign,2684100
2020,male,all,spanish,20538918
2020,male,all,total,23223018
2021,all,0-4,foreign,257082
2021,all,0-4,spanish,1603810
2021,all,0-4,total,1860892
2021,all,10-14,foreign,236488
2021,all,10-14,spanish,2279758
2021,all,10-14,total,2516246
2021,all,15-19,foreign,229404
2021,all,15-19,spanish,2207364
2021,all,15-19,total,2436768
2021,all,20-24,foreign,349508
2021,all,20-24,spanish,2029461
2021,all,20-24,total,2378969
2021,all,25-29,foreign,492610
2021,all,25-29,spanish,2025146
2021,all,25-29,total,2517756
2021,all,30-34,foreign,585814
2021,all,30-34,spanish,2168892
2021,all,30-34,total,2754706
2021,all,35-39,foreign,614616
2021,all,35-39,spanish,2561551
2021,all,35-39,total,3176167
2021,all,40-44,foreign,597588
2021,all,40-44,spanish,3269163
2021,all,40-44,total,3866751
2021,all,45-49,foreign,482784
2021,all,45-49,spanish,3488814
2021,all,45-49,total,3971598
2021,all,5-9,foreign,264068
2021,all,5-9,spanish,1988752
2021,all,5-9,total,2252820
2021,all,50-54,foreign,377294
2021,all,50-54,spanish,3340489
2021,all,50-54,total,3717783
2021,all,55-59,foreign,272249
2021,all,55-59,spanish,3183250
2021,all,55-59,total,3455499
2021,all,60-64,foreign,202113
2021,all,60-64,spanish,2842424
2021,all,60-64,total,3044537
2021,all,65-69,foreign,152087
2021,all,65-69,spanish,2359781
2021,all,65-69,total,2511868
2021,all,70-74,foreign,116000
2021,all,70-74,spanish,2097620
2021,all,70-74,total,2213620
2021,all,75-79,foreign,73561
2021,all,75-79,spanish,1732278
2021,all,75-79,total,1805839
2021,all,80+,foreign,65449
2021,all,80+,spanish,2799568
2021,all,80+,total,2865017
2021,all,all,foreign,5368715
2021,all,all,spanish,41978121
2021,all,all,total,47346836
2021,female,0-4,foreign,124454
2021,female,0-4,spanish,780133
2021,female,0-4,total,904587
2021,female,10-14,foreign,113821
2021,female,10-14,spanish,1105722
2021,female,10-14,total,1219543
2021,female,15-19,foreign,104685
2021,female,15-19,spanish,1076250
2021,female,15-19,total,1180935
2021,female,20-24,foreign,168962
2021,female,20-24,spanish,986994
2021,female,20-24,total,1155956
2021,female,25-29,foreign,250772
2021,female,25-29,spanish,987102
2021,female,25-29,total,1237874
2021,female,30-34,foreign,306205
2021,female,30-34,spanish,1064922
2021,female,30-34,total,1371127
2021,female,35-39,foreign,315794
2021,female,35-39,spanish,1271497
2021,female,35-39,total,1587291
2021,female,40-44,foreign,289312
2021,female,40-44,spanish,1625071
2021,female,40-44,total,1914383
2021,female,45-49,foreign,228016
2021,female,45-49,spanish,1734538
2021,female,45-49,total,1962554
2021,female,5-9,foreign,127222
2021,female,5-9,spanish,965529
2021,female,5-9,total,1092751
2021,female,50-54,foreign,182524
2021,female,50-54,spanish,1674968
2021,female,50-54,total,1857492
2021,female,55-59,foreign,136583
2021,female,55-59,spanish,1616552
2021,female,55-59,total,1753135
2021,female,60-64,foreign,104966
2021,female,60-64,spanish,1463060
2021,female,60-64,total,1568026
2021,female,65-69,foreign,80101
2021,female,65-69,spanish,1234889
2021,female,65-69,total,1314990
2021,female,70-74,foreign,61113
2021,female,70-74,spanish,1128565
2021,female,70-74,total,1189678
2021,female,75-79,foreign,37883
2021,female,75-79,spanish,967735
2021,female,75-79,total,1005618
2021,female,80+,foreign,35458
2021,female,80+,spanish,1772048
2021,female,80+,total,1807506
2021,female,all,foreign,2667871
2021,female,all,spanish,21455575
2021,female,all,total,24123446
2021,male,0-4,foreign,132628
2021,male,0-4,spanish,823677
2021,male,0-4,total,956305
2021,male,10-14,foreign,122667
2021,male,10-14,spanish,1174036
2021,male,10-14,total,1296703
2021,male,15-19,foreign,124719
2021,male,15-19,spanish,1131114
2021,male,15-19,total,1255833
2021,male,20-24,foreign,180546
2021,male,20-24,spanish,1042467
2021,male,20-24,total,1223013
2021,male,25-29,foreign,241838
2021,male,25-29,spanish,1038044
2021,male,25-29,total,1279882
2021,male,30-34,foreign,279609
2021,male,30-34,spanish,1103970
2021,male,30-34,total,1383579
2021,male,35-39,foreign,298822
2021,male,35-39,spanish,1290054
2021,male,35-39,total,1588876
2021,male,40-44,foreign,308276
2021,male,40-44,spanish,1644092
2021,male,40-44,total,1952368
2021,male,45-49,foreign,254768
2021,male,45-49,spanish,1754276
2021,male,45-49,total,2009044
2021,male,5-9,foreign,136846
2021,male,5-9,spanish,1023223
2021,male,5-9,total,1160069
2021,male,50-54,foreign,194770
2021,male,50-54,spanish,1665521
2021,male,50-54,total,1860291
2021,male,55-59,foreign,135666
2021,male,55-59,spanish,1566698
2021,male,55-59,total,1702364
2021,male,60-64,foreign,97147
2021,male,60-64,spanish,1379364
2021,male,60-64,total,1476511
2021,male,65-69,foreign,71986
2021,male,65-69,spanish,1124892
2021,male,65-69,total,1196878
2021,male,70-74,foreign,54887
2021,male,70-74,spanish,969055
2021,male,70-74,total,1023942
2021,male,75-79,foreign,35678
2021,male,75-79,spanish,764543
2021,male,75-79,total,800221
2021,male,80+,foreign,29991
2021,male,80+,spanish,1027520
2021,male,80+,total,1057511
2021,male,all,foreign,2700844
2021,male,all,spanish,20522546
2021,male,all,total,23223390
2022,all,0-4,foreign,260263
2022,all,0-4,spanish,1548942
2022,all,0-4,total,1809205
2022,all,10-14,foreign,266340
2022,all,10-14,spanish,2262873
2022,all,10-14,total,2529213
2022,all,15-19,foreign,259766
2022,all,15-19,spanish,2256132
2022,all,15-19,total,2515898
2022,all,20-24,foreign,385602
2022,all,20-24,spanish,2063380
2022,all,20-24,total,2448982
2022,all,25-29,foreign,537592
2022,all,25-29,spanish,2011087
2022,all,25-29,total,2548679
2022,all,30-34,foreign,625051
2022,all,30-34,spanish,2143873
2022,all,30-34,total,2768924
2022,all,35-39,foreign,642257
2022,all,35-39,spanish,2462294
2022,all,35-39,total,3104551
2022,all,40-44,foreign,629980
2022,all,40-44,spanish,3145501
2022,all,40-44,total,3775481
2022,all,45-49,foreign,518923
2022,all,45-49,spanish,3510144
2022,all,45-49,total,4029067
2022,all,5-9,foreign,279383
2022,all,5-9,spanish,1950050
2022,all,5-9,total,2229433
2022,all,50-54,foreign,410352
2022,all,50-54,spanish,3365552
2022,all,50-54,total,3775904
2022,all,55-59,foreign,297682
2022,all,55-59,spanish,3236796
2022,all,55-59,total,3534478
2022,all,60-64,foreign,222720
2022,all,60-64,spanish,2903061
2022,all,60-64,total,3125781
2022,all,65-69,foreign,167544
2022,all,65-69,spanish,2418234
2022,all,65-69,total,2585778
2022,all,70-74,foreign,126073
2022,all,70-74,spanish,2136764
2022,all,70-74,total,2262837
2022,all,75-79,foreign,83774
2022,all,75-79,spanish,1794978
2022,all,75-79,total,1878752
2022,all,80+,foreign,73711
2022,all,80+,spanish,2784680
2022,all,80+,total,2858391
2022,all,all,foreign,5787013
2022,all,all,spanish,41994341
2022,all,all,total,47781354
2022,female,0-4,foreign,126064
2022,female,0-4,spanish,752916
2022,female,0-4,total,878980
2022,female,10-14,foreign,128414
2022,female,10-14,spanish,1097773
2022,female,10-14,total,1226187
2022,female,15-19,foreign,119985
2022,female,15-19,spanish,1098163
2022,female,15-19,total,1218148
2022,female,20-24,foreign,183730
2022,female,20-24,spanish,1004366
2022,female,20-24,total,1188096
2022,female,25-29,foreign,271384
2022,female,25-29,spanish,981935
2022,female,25-29,total,1253319
2022,female,30-34,foreign,323648
2022,female,30-34,spanish,1051865
2022,female,30-34,total,1375513
2022,female,35-39,foreign,333855
2022,female,35-39,spanish,1223026
2022,female,35-39,total,1556881
2022,female,40-44,foreign,310945
2022,female,40-44,spanish,1566931
2022,female,40-44,total,1877876
2022,female,45-49,foreign,248142
2022,female,45-49,spanish,1744656
2022,female,45-49,total,1992798
2022,female,5-9,foreign,135262
2022,female,5-9,spanish,946955
2022,female,5-9,total,1082217
2022,female,50-54,foreign,200553
2022,female,50-54,spanish,1686292
2022,female,50-54,total,1886845
2022,female,55-59,foreign,150060
2022,female,55-59,spanish,1643228
2022,female,55-59,total,1793288
2022,female,60-64,foreign,116145
2022,female,60-64,spanish,1493714
2022,female,60-64,total,1609859
2022,female,65-69,foreign,89304
2022,female,65-69,spanish,1266627
2022,female,65-69,total,1355931
2022,female,70-74,foreign,67033
2022,female,70-74,spanish,1148327
2022,female,70-74,total,1215360
2022,female,75-79,foreign,43935
2022,female,75-79,spanish,1003613
2022,female,75-79,total,1047548
2022,female,80+,foreign,40202
2022,female,80+,spanish,1760381
2022,female,80+,total,1800583
2022,female,all,foreign,2888661
2022,female,all,spanish,21470768
2022,female,all,total,24359429
2022,male,0-4,foreign,134199
2022,male,0-4,spanish,796026
2022,male,0-4,total,930225
2022,male,10-14,foreign,137926
2022,male,10-14,spanish,1165100
2022,male,10-14,total,1303026
2022,male,15-19,foreign,139781
2022,male,15-19,spanish,1157969
2022,male,15-19,total,1297750
2022,male,20-24,foreign,201872
2022,male,20-24,spanish,1059014
2022,male,20-24,total,1260886
2022,male,25-29,foreign,266208
2022,male,25-29,spanish,1029152
2022,male,25-29,total,1295360
2022,male,30-34,foreign,301403
2022,male,30-34,spanish,1092008
2022,male,30-34,total,1393411
2022,male,35-39,foreign,308402
2022,male,35-39,spanish,1239268
2022,male,35-39,total,1547670
2022,male,40-44,foreign,319035
2022,male,40-44,spanish,1578570
2022,male,40-44,total,1897605
2022,male,45-49,foreign,270781
2022,male,45-49,spanish,1765488
2022,male,45-49,total,2036269
2022,male,5-9,foreign,144121
2022,male,5-9,spanish,1003095
2022,male,5-9,total,1147216
2022,male,50-54,foreign,209799
2022,male,50-54,spanish,1679260
2022,male,50-54,total,1889059
2022,male,55-59,foreign,147622
2022,male,55-59,spanish,1593568
2022,male,55-59,total,1741190
2022,male,60-64,foreign,106575
2022,male,60-64,spanish,1409347
2022,male,60-64,total,1515922
2022,male,65-69,foreign,78240
2022,male,65-69,spanish,1151607
2022,male,65-69,total,1229847
2022,male,70-74,foreign,59040
2022,male,70-74,spanish,988437
2022,male,70-74,total,1047477
2022,male,75-79,foreign,39839
2022,male,75-79,spanish,791365
2022,male,75-79,total,831204
2022,male,80+,foreign,33509
2022,male,80+,spanish,1024299
2022,male,80+,total,1057808
2022,male,all,foreign,2898352
2022,male,all,spanish,20523573
2022,male,all,total,23421925
2023,all,0-4,foreign,256919
2023,all,0-4,spanish,1507224
2023,all,0-4,total,1764143
2023,all,10-14,foreign,296142
2023,all,10-14,spanish,2209657
2023,all,10-14,total,2505799
2023,all,15-19,foreign,291744
2023,all,15-19,spanish,2305088
2023,all,15-19,total,2596832
2023,all,20-24,foreign,428830
2023,all,20-24,spanish,2119260
2023,all,20-24,total,2548090
2023,all,25-29,foreign,595963
2023,all,25-29,spanish,1997352
2023,all,25-29,total,2593315
2023,all,30-34,foreign,682611
2023,all,30-34,spanish,2137015
2023,all,30-34,total,2819626
2023,all,35-39,foreign,692120
2023,all,35-39,spanish,2380965
2023,all,35-39,total,3073085
2023,all,40-44,foreign,669937
2023,all,40-44,spanish,3011234
2023,all,40-44,total,3681171
2023,all,45-49,foreign,567478
2023,all,45-49,spanish,3512859
2023,all,45-49,total,4080337
2023,all,5-9,foreign,294204
2023,all,5-9,spanish,1915176
2023,all,5-9,total,2209380
2023,all,50-54,foreign,442085
2023,all,50-54,spanish,3386535
2023,all,50-54,total,3828620
2023,all,55-59,foreign,331004
2023,all,55-59,spanish,3288014
2023,all,55-59,total,3619018
2023,all,60-64,foreign,244794
2023,all,60-64,spanish,2948279
2023,all,60-64,total,3193073
2023,all,65-69,foreign,184303
2023,all,65-69,spanish,2495350
2023,all,65-69,total,2679653
2023,all,70-74,foreign,135260
2023,all,70-74,spanish,2132236
2023,all,70-74,total,2267496
2023,all,75-79,foreign,91209
2023,all,75-79,spanish,1863015
2023,all,75-79,total,1954224
2023,all,80+,foreign,80959
2023,all,80+,spanish,2825699
2023,all,80+,total,2906658
2023,all,all,foreign,6285562
2023,all,all,spanish,42034958
2023,all,all,total,48320520
2023,female,0-4,foreign,124839
2023,female,0-4,spanish,733107
2023,female,0-4,total,857946
2023,female,10-14,foreign,142834
2023,female,10-14,spanish,1072137
2023,female,10-14,total,1214971
2023,female,15-19,foreign,135419
2023,female,15-19,spanish,1121709
2023,female,15-19,total,1257128
2023,female,20-24,foreign,203310
2023,female,20-24,spanish,1032398
2023,female,20-24,total,1235708
2023,female,25-29,foreign,297038
2023,female,25-29,spanish,975210
2023,female,25-29,total,1272248
2023,female,30-34,foreign,348637
2023,female,30-34,spanish,1049140
2023,female,30-34,total,1397777
2023,female,35-39,foreign,359055
2023,female,35-39,spanish,1182145
2023,female,35-39,total,1541200
2023,female,40-44,foreign,335386
2023,female,40-44,spanish,1501637
2023,female,40-44,total,1837023
2023,female,45-49,foreign,274991
2023,female,45-49,spanish,1748018
2023,female,45-49,total,2023009
2023,female,5-9,foreign,142456
2023,female,5-9,spanish,929820
2023,female,5-9,total,1072276
2023,female,50-54,foreign,217714
2023,female,50-54,spanish,1694726
2023,female,50-54,total,1912440
2023,female,55-59,foreign,168130
2023,female,55-59,spanish,1667857
2023,female,55-59,total,1835987
2023,female,60-64,foreign,128297
2023,female,60-64,spanish,1515740
2023,female,60-64,total,1644037
2023,female,65-69,foreign,99166
2023,female,65-69,spanish,1307192
2023,female,65-69,total,1406358
2023,female,70-74,foreign,73071
2023,female,70-74,spanish,1144245
2023,female,70-74,total,1217316
2023,female,75-79,foreign,48586
2023,female,75-79,spanish,1040482
2023,female,75-79,total,1089068
2023,female,80+,foreign,44746
2023,female,80+,spanish,1779351
2023,female,80+,total,1824097
2023,female,all,foreign,3143675
2023,female,all,spanish,21494914
2023,female,all,total,24638589
2023,male,0-4,foreign,132080
2023,male,0-4,spanish,774117
2023,male,0-4,total,906197
2023,male,10-14,foreign,153308
2023,male,10-14,spanish,1137520
2023,male,10-14,total,1290828
2023,male,15-19,foreign,156325
2023,male,15-19,spanish,1183379
2023,male,15-19,total,1339704
2023,male,20-24,foreign,225520
2023,male,20-24,spanish,1086862
2023,male,20-24,total,1312382
2023,male,25-29,foreign,298925
2023,male,25-29,spanish,1022142
2023,male,25-29,total,1321067
2023,male,30-34,foreign,333974
2023,male,30-34,spanish,1087875
2023,male,30-34,total,1421849
2023,male,35-39,foreign,333065
2023,male,35-39,spanish,1198820
2023,male,35-39,total,1531885
2023,male,40-44,foreign,334551
2023,male,40-44,spanish,1509597
2023,male,40-44,total,1844148
2023,male,45-49,foreign,292487
2023,male,45-49,spanish,1764841
2023,male,45-49,total,2057328
2023,male,5-9,foreign,151748
2023,male,5-9,spanish,985356
2023,male,5-9,total,1137104
2023,male,50-54,foreign,224371
